encoding,code,clean_code,description,source
CIE-10,I25.10,I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.11,I2511,Atherosclerotic heart disease of native coronary artery with unstable angina,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.110,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.111,I25111,Atherosclerotic heart disease of native coronary artery with unstable angina,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.118,I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.119,I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.2,I252,Old myocardial infarction,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.3,I253,Aneurysm of heart,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.4,I254,Coronary artery aneurysm,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.5,I255,Ischemic cardiomyopathy,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.6,I256,Silent myocardial ischemia,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.8,I258,Other forms of chronic ischemic heart disease,https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
CIE-10,I25.9,I259,"Chronic ischemic heart disease, unspecified",https://eciemaps.mscbs.gob.es/ecieMaps/browser/metabuscador.html
